"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNWD","TAVG","TMAX","TMIN","TOBS","WESD"
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-01-25",,,"-0.3","1.1","-1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-01-26",,,"-2.2","0.0","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-01-27",,,"0.4","2.8","-1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-01-28",,,"0.4","1.7","-1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-01-29",,,"-2.9","-1.1","-4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-01-30",,,"-6.7","-4.4","-10.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-01-31",,,"-9.3","-6.7","-11.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-01",,,"-8.1","-7.2","-9.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-02",,,"-6.7","-4.4","-8.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-03",,,"-4.3","-2.2","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-04",,,"-1.7","0.6","-2.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-05",,,"-4.1","-2.2","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-06",,,"-5.6","-4.4","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-07",,,"-4.8","-2.8","-7.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-08",,,"-3.2","-1.7","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-09",,,"-5.0","-1.7","-7.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-10",,,"-4.0","1.7","-9.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-11",,,"0.1","1.7","-3.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-12",,,"-1.3","0.6","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-13",,,"-2.5","-1.1","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-14",,,"-1.7","0.0","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-15",,,"-4.2","-2.8","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-16",,,"-9.4","-6.7","-11.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-17",,,"-9.6","-6.1","-12.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-18",,,"-11.3","-10.0","-12.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-19",,,"-10.8","-8.3","-12.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-22",,,"-4.6","-3.9","-5.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-23",,,"-2.8","0.0","-4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-24",,,"0.4","2.2","-0.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-25",,,"-0.8","1.1","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-26",,,"-0.1","2.2","-2.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-27",,,"-1.0","0.0","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-28",,,"-0.8","1.1","-3.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-02-29",,,"-5.1","-3.3","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-01",,,"-4.3","-2.2","-7.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-02",,,"-7.1","-4.4","-8.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-03",,,"-8.3","-6.1","-11.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-04",,,"-6.6","-4.4","-10.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-05",,,"-3.8","-1.1","-8.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-06",,,"-7.3","-5.6","-8.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-07",,,"-4.8","-1.7","-8.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-08",,,"-2.1","0.6","-5.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-09",,,"-4.7","-2.2","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-10",,,"-5.1","-3.3","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-11",,,"-2.3","0.0","-3.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-12",,,"-4.2","-1.7","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-13",,,"-4.4","-1.7","-6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-14",,,"-5.7","-2.8","-7.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-15",,,"-4.4","-1.1","-6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-16",,,"-4.2","-2.8","-6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-17",,,"-5.2","-4.4","-6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-18",,,"-4.9","-3.3","-6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-19",,,"-2.3","0.0","-4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-20",,,"0.9","2.2","0.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-21",,,"-0.7","1.7","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-22",,,"0.0","2.2","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-23",,,"-1.3","1.1","-2.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-24",,,"-1.7","0.0","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-25",,,"-0.8","0.6","-2.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-26",,,"-2.6","-1.1","-4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-27",,,"-3.6","-2.2","-4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-28",,,"-1.4","0.0","-2.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-29",,,"0.1","1.7","-0.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-30",,,"3.0","5.6","0.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-03-31",,,"6.0","10.0","1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-01",,,"3.3","9.4","-1.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-02",,,"-2.1","1.1","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-03",,,"-2.4","0.0","-5.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-04",,,"-0.9","1.7","-3.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-05",,,"-0.7","0.6","-1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-06",,,"-1.3","0.6","-2.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-07",,,"-1.4","1.7","-3.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-08",,,"0.0","2.2","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-09",,,"0.7","4.4","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-10",,,"1.9","3.3","0.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-11",,,"0.4","4.4","-1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-12",,,"-0.1","2.2","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-13",,,"0.1","3.3","-1.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-14",,,"0.2","2.8","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-15",,,"0.4","3.3","-1.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-16",,,"-0.2","3.9","-2.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-17",,,"-0.7","2.8","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-18",,,"-1.1","2.2","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-19",,,"-0.9","1.1","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-20",,,"0.3","3.9","-3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-21",,,"2.3","5.0","-1.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-22",,,"3.4","5.0","0.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-23",,,"4.2","7.2","2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-24",,,"1.8","4.4","0.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-25",,,"1.2","3.9","-1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-26",,,"2.1","5.6","-0.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-27",,,"0.7","2.8","-1.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-28",,,"1.6","3.9","-0.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-29",,,"0.3","2.2","-1.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-04-30",,,"0.3","2.2","-1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-01",,,"1.7","3.9","0.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-02",,,"-0.7","1.1","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-03",,,"-0.6","1.1","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-04",,,"-0.7","1.1","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-05",,,"0.3","2.8","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-06",,,"1.8","3.3","-0.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-07",,,"0.6","2.2","-1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-08",,,"2.2","4.4","-0.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-09",,,"-0.2","1.1","-1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-10",,,"1.8","5.0","-2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-11",,,"6.8","9.4","3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-12",,,"9.9","12.8","6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-13",,,"10.9","13.9","7.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-14",,,"11.4","13.9","8.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-15",,,"9.2","11.1","7.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-16",,,"6.6","10.6","0.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-17",,,"3.3","6.7","0.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-18",,,"5.3","7.8","2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-19",,,"6.9","9.4","4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-20",,,"4.4","6.7","1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-21",,,"6.9","8.9","5.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-22",,,"5.3","7.8","2.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-23",,,"7.1","8.9","5.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-24",,,"3.3","6.7","2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-25",,,"5.6","8.3","2.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-26",,,"6.9","10.0","4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-27",,,"7.3","10.0","4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-28",,,"8.1","11.1","5.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-29",,,"7.8","10.6","5.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-30",,,"7.2","10.6","5.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-05-31",,,"7.4","11.1","3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-01",,,"8.0","12.2","4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-02",,,"5.0","7.8","3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-03",,,"4.3","7.2","1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-04",,,"4.8","6.1","3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-05",,,"4.3","7.2","1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-06",,,"1.5","3.9","0.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-07",,,"4.9","7.8","1.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-08",,,"7.9","11.7","3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-09",,,"11.1","13.9","7.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-10",,,"10.3","13.3","7.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-11",,,"5.8","8.3","3.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-12",,,"5.3","8.3","3.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-13",,,"6.7","10.6","2.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-14",,,"9.4","12.8","6.7",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-15",,,"10.9","13.9","7.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-16",,,"13.5","16.7","11.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-17",,,"13.2","15.6","10.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-18",,,"10.9","14.4","7.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-19",,,"9.3","12.8","6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-20",,,"6.6","9.4","4.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-21",,,"9.4","13.3","5.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-22",,,"11.6","13.9","8.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-23",,,"11.4","14.4","8.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-24",,,"8.9","12.2","7.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-25",,,"6.9","7.8","6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-26",,,"7.2","10.0","5.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-27",,,"7.9","10.6","5.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-28",,,"8.4","12.2","6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-29",,,"10.1","14.4","6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-06-30",,,"8.0","9.9","5.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-01",,,"8.9","13.6","4.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-02",,,"8.3","12.0","6.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-03",,,"7.8","10.1","6.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-04",,,"9.2","12.9","6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-05",,,"9.9","13.9","6.9",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-06",,,"8.6","11.7","6.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-07",,,"11.2","15.8","6.6",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-08",,,"13.9","17.3","11.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-09",,,"14.5","18.1","11.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-10",,,"11.8","16.2","9.0",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-11",,,"12.2","16.9","8.2",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-12",,,"15.2","19.0","10.8",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-13",,,"16.7","20.8","13.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-14",,,"15.8","19.9","12.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-15",,,"15.0","19.4","11.4",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-16",,,"13.9","17.3","11.3",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-17",,,"14.4","17.7","11.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-18",,,"14.4","17.3","11.1",,
"USR0000AGAT","GATES GLACIER ALASKA, AK US","61.6028","-143.0131","1237.5","2016-07-19",,,"13.9","16.3","12.1",,
